V4_0,mmm-yy,time,uk-only,geography,cpih1dim1aggid,aggregate
98.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S120700,12.7.0 Other Services Not Elsewhere covered
101,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S20102,02.1.2 Wine
98.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
93.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S20200,02.2.0 Tobacco
101.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S70201,07.2.1 Spare parts and accessories
103.8,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S20103,02.1.3 Beer
146.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S40503,04.5.3 Liquid fuels
116.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S70202,07.2.2 Fuels and lubricants
97.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
99.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S40504,04.5.4 Solid fuels
98.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S70204,07.2.4 Other services
98.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S50500,05.5.0 Tools and equipment for House and Garden
99.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
99.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S80100,08.1.0 Postal Services
99.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
103.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
99,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
99.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S40403,04.4.3 Sewerage collection
99.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S60201,"06.2.1/3 Medical services, paramedical services"
111.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
97.8,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S60202,06.2.2 Dental services
100.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S40501,04.5.1 Electricity
100.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S70102,07.1.2/3 Motorcycles and bicycles
110.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
104.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S40502,04.5.2 Gas
97.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S70181,07.1.1 New Cars
98.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
99.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
107.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S70191,07.1.1b Second Hand Cars
100.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
94.4,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S70303,07.3.3 Passenger transport by air
96.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90502,09.5.2 Newspapers and periodicals
101.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
101.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
97.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1T110000,11 Restaurants and hotels
100.4,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90301,"09.3.1 Games, toys and hobbies"
98,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S60101,06.1.1 Pharmaceutical products
100,Month,Apr-14,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
102.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
97.7,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S60300,06.3.0 Hospital Services
98.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
98.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90304,"09.3.4/5 Pets, related products and services"
97.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S70203,07.2.3 Maintenance and repairs
103.4,Month,Apr-14,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
99.8,Month,Apr-14,K02000001,United Kingdom,cpih1dim1T50000,"05 Furniture, household equipment and maintenance"
98.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S70301,07.3.1 Passenger transport by railway
103.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1T70000,07 Transport
100.4,Month,Apr-14,K02000001,United Kingdom,cpih1dim1T30000,03 Clothing and footwear
99.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S70302,07.3.2 Passenger transport by road
99,Month,Apr-14,K02000001,United Kingdom,cpih1dim1T80000,08 Communication
100.5,Month,Apr-14,K02000001,United Kingdom,cpih1dim1T90000,09 Recreation and culture
104.8,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
98.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G100000,10.0 Education
100.5,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
122.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
100.3,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G10200,01.2 Non-alcoholic beverages
98.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
99.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G110100,11.1 Catering services
96.4,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90401,09.4.1 Recreational and sporting services
98.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G110200,11.2 Accommodation services
97.1,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90402,09.4.2 Cultural services
100.6,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G120100,12.1 Personal care
99.5,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G120400,12.4 Social protection
100.4,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90501,09.5.1 Books
99.5,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G120500,12.5 Insurance
99.5,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G120600,12.6 Financial services (nec)
98.9,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G120700,12.7 Other services (nec)
99,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
99.9,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G20100,02.1 Alcoholic beverages
99.8,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G30100,03.1 Clothing
98.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S90600,09.6.0 Package Holidays
100.6,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G30200,03.2 Footwear including repairs
99,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
89.8,Month,Apr-14,K02000001,United Kingdom,cpih1dim1T100000,10 Education
99.5,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G40100,04.1 Actual rentals for housing
99.1,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
96.9,Month,Apr-14,K02000001,United Kingdom,cpih1dim1T20000,02 Alcoholic beverages and tobacco
99.8,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G90300,"09.3 Other recreational items, gardens and pets"
100.5,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G40500,"04.5 Electricity , gas and other fuels"
98.2,Month,Apr-14,K02000001,United Kingdom,cpih1dim1T60000,06 Health
98.8,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G50100,"05.1 Furniture, furnishings and carpets"
99.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G90600,09.6 Package holidays
99.9,Month,Apr-15,K02000001,United Kingdom,cpih1dim1A0,Overall Index
100.2,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G50400,"05.4 Glassware, tableware and household utensils"
100.1,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
99.8,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G120300,12.3 Personal effects (nec)
99.9,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G60100,"06.1 Medical products, appliances and equipment"
101.1,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S10102,01.1.2 Meat
99.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G20200,02.2 Tobacco
100.1,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G60200,06.2 Out-patient services
98.4,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S10105,01.1.5 Oils and fats
99.6,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
100.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G60300,06.3 Hospital services
100.5,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S10107,01.1.7 Vegetables including potatoes and tubers
99.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G90200,9.2 Other major durables for recreation and culture
100,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling
99.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S110101,"11.1.1 Restaurants, cafes"
99.9,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
99.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G90400,09.4 Recreational and cultural services
99.9,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S110102,11.1.2 Canteens
100.3,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G40900,04.9.0 Council Tax and rates
98.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S100000,10.0.0 Education
99.8,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G50300,"05.3 Household appliances, fitting and repairs"
98.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S110200,11.2.0 Accommodation Services
101,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S10104,"01.1.4 Milk, cheese and eggs"
100.4,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G50500,05.5 Tools and equipment for house and garden
100.6,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S120302,12.3.2 Other personal effects
100.4,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S10106,01.1.6 Fruit
101,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G70100,07.1 Purchase of vehicles
100,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S10109,01.1.9 Food products (nec)
101.9,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S120503,12.5.3 Health insurance
100.9,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S10201,"01.2.1 Coffee, tea and cocoa"
100.9,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G70200,07.2 Operation of personal transport equipment
99.5,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S120602,12.6.2 Other financial services (nec)
100.2,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
98.3,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G70300,07.3 Transport services
100.8,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S120102,12.1.2/3 Appliances and products for personal care
100,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S20103,02.1.3 Beer
99.3,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S120301,"12.3.1 Jewellery, clocks and watches"
100.4,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G80100,08.1 Postal services
99.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S20200,02.2.0 Tobacco
99.5,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S120400,12.4.0 Social Protection
99.9,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G80200,08.2/3 Telephone and telefax equip
101.1,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S30103,03.1.3 Other clothing and clothing accessories
97.8,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S120504,12.5.4 Transport insurance
99.5,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
102.2,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G90100,09.1 Audio-visual equipment and related products
99.6,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
99.6,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S20101,02.1.1 Spirits
100.1,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
100.1,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G90500,"09.5 Books, newspapers and stationery"
99.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S30102,03.1.2 Garments
98.8,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S10103,01.1.3 Fish
99.6,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S40401,04.4.1 Water supply
99.8,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
100.5,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
99.3,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
100.6,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S30200,03.2.0 Footwear including repairs
99.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
99.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S50301,05.3.1/2 Major appliances and small electric goods
100.1,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S40403,04.4.3 Sewerage collection
100.7,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S120502,12.5.2 House contents insurance
100.2,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
100,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S40501,04.5.1 Electricity
